,순위,영화명,개봉일,좌석판매율,좌석점유율,좌석수,매출액,누적매출액,관객수,누적관객수,년도,장르,등급
2655,86,블랙머니,2019-11-13,0.151,0.0,7780,8275000,20871409010,1181,2480145,2020,범죄,12
2656,86,터미네이터: 다크 페이트,2019-10-30,0.877,0.0,1327,13246000,20167141830,1165,2410227,2020,액션,15
2657,86,맘마미아!2,2018-08-08,0.024,0.0,47859,6959500,19616072003,1154,2295241,2020,뮤지컬,12
2658,86,원더풀 데이즈,2003-07-17,0.026,0.0,43985,10661270,10661270,1150,1150,2020,,
2659,86,괴물의 아이,2015-11-25,0.022,0.0,50879,6796800,1672311916,1143,226035,2020,애니메이션,12
2660,86,8인: 최후의 결사단,2010-01-21,0.02,0.0,55743,8923460,873835960,1127,116056,2020,액션,15
2661,86,킬러맨,2020-08-13,0.042,0.0,26584,9192300,9192300,1121,1121,2020,,
2662,86,캐리,1978-09-17,0.133,0.0,8344,8533500,13476500,1115,3160,2020,,
2663,86,극장판 헬로카봇 : 백악기 시대,2018-08-01,0.03,0.0,36070,5573000,6596728500,1094,880776,2020,애니메이션,전체
2664,86,라이어트: 기계들의 역습,2020-12-23,0.07,0.0,15164,5925900,5925900,1073,1073,2020,,
2665,86,다운시커,2020-01-28,0.298,0.0,3556,1109000,1109000,1061,1061,2020,,
2666,86,죠스,1978-04-22,0.051,0.0,20694,8235500,9650500,1061,1285,2020,,
2667,86,라스트 크리스마스,2019-12-05,0.289,0.0,3667,5695300,2064086430,1060,250383,2020,코미디,12
2668,86,베토벤 프로젝트,2020-07-12,0.141,0.0,7445,17939000,17939000,1051,1051,2020,,
2669,86,아담스 패밀리,2019-11-07,0.934,0.0,1122,10480000,2647371140,1048,331003,2020,애니메이션,전체
2670,86,데빌 인 더 캐빈,2020-01-28,0.317,0.0,3256,1083000,1083000,1035,1035,2020,,
2671,86,오다기리 죠의 도쿄타워,2007-10-25,0.078,0.0,13035,6132500,369607500,1026,57073,2020,,
2672,86,극장판 소드 아트 온라인 -오디널 스케일-,2017-02-23,0.031,0.0,32936,8096000,935686500,1025,121946,2020,애니메이션,12
2673,86,하이큐!! 재능과 센스,2017-11-15,0.215,0.0,4730,5105000,315688500,1021,44306,2020,애니메이션,12
2674,86,아르코라이브 뮤지컬 안테모사,2020-03-25,0.03,0.0,32864,12059500,12059500,1016,1016,2020,,
2675,86,체이싱,2020-04-23,0.017,0.0,55987,7693060,7693060,1005,1005,2020,,
2676,86,리골레토,2020-04-05,0.137,0.0,7246,24467500,24467500,996,996,2020,,
2677,86,비트,1997-05-03,0.019,0.0,50562,4959500,9667100,988,1561,2020,,
2678,86,투란도트,2020-02-08,0.194,0.0,5058,25821500,25821500,986,986,2020,,
2679,86,킹 오브 프리즘 - 프라이드 더 히어로,2017-06-10,0.037,0.0,25852,7438000,1087500750,971,129715,2020,애니메이션,15
2680,86,새벽의 저주: 악령의 부활,2020-02-05,0.302,0.0,3177,1010000,1010000,962,962,2020,,
2681,86,82년생 김지영,2019-10-23,0.53,0.0,1782,8017000,30306559310,946,3679102,2020,드라마,12
2682,86,스파이더맨: 뉴 유니버스,2018-12-12,0.067,0.0,13898,10409000,6018885176,944,724394,2020,애니메이션,12
2683,86,발레리안: 천 개 행성의 도시,2017-08-30,0.016,0.0,57658,8268530,4056024938,936,512867,2020,액션,12
2684,86,뽀로로 극장판 보물섬 대모험,2019-04-25,0.035,0.0,25369,4528500,5890912400,896,767739,2020,애니메이션,전체
2685,86,4인의 무뢰한,1971-05-28,0.293,0.0,3000,1762000,2628000,881,1309,2020,,
2686,86,하이큐!! 승자와 패자,2016-12-28,0.181,0.0,4841,4405000,386265000,881,54079,2020,애니메이션,12
2687,86,라푼젤,2011-02-10,0.138,0.0,6322,6092500,10203635500,875,1016267,2020,애니메이션,전체
2688,86,시체들의 새벽: 컨테이젼,2020-04-09,0.019,0.0,44064,7651860,7651860,875,875,2020,,
2689,86,아이 필 프리티,2018-06-06,0.015,0.0,56219,4331000,2132649300,862,241295,2020,코미디,15
2690,86,4월 이야기,2000-04-08,0.029,0.0,29164,4266000,41888000,851,5981,2020,,
2691,86,플레인 하이스트,2020-09-29,0.132,0.0,6430,4211000,4211000,851,851,2020,,
2692,86,제미니 맨,2019-10-09,0.893,0.0,944,8430000,3304399230,843,388185,2020,액션,12
2693,86,블러드 킬,2020-09-28,0.084,0.0,9762,4283500,4283500,829,829,2020,,
2694,86,무협강호,2020-11-13,0.084,0.0,9793,4230000,4230000,824,824,2020,,
2695,86,모아나,2017-01-12,0.16,0.0,5062,5666500,18062083807,813,2311019,2020,애니메이션,전체
2696,86,파이널 킬,2020-09-21,0.087,0.0,9174,4046000,4046000,804,804,2020,,
2697,86,인어공주,1991-12-21,0.171,0.0,4601,5491500,43292700,790,5664,2020,,
2698,86,래미의 드래곤월드 구출작전,2020-07-16,0.033,0.0,23012,6067340,6067340,779,779,2020,,
2699,86,"이별유예, 일주일",2020-12-09,0.019,0.0,40591,7586000,7586000,779,779,2020,,
2700,86,하이큐!! 끝과 시작,2016-11-16,0.159,0.0,4863,3885000,731670000,777,100631,2020,애니메이션,12
2701,86,아메리칸 호러 스토리: 메리메이커의 살인자,2020-03-05,0.304,0.0,2539,816000,816000,774,774,2020,,
2702,86,얼굴없는 보스,2019-11-21,0.23,0.0,3305,7655000,207456000,762,24473,2020,액션,15
2703,86,포기와 베스,2020-10-06,0.07,0.0,10696,19024000,19024000,758,758,2020,,
2704,86,킹덤: 아메리칸 좀비,2020-04-20,0.308,0.0,2451,799000,799000,756,756,2020,,
2705,86,세 가지 색: 레드,1994-09-17,0.133,0.0,5666,6195000,10356000,754,1308,2020,,
2706,86,세 가지 색 : 화이트,1994-06-18,0.119,0.0,6214,6071000,10028000,742,1252,2020,,
2707,86,레전더리 콘서트: 헤르베르트 폰 카라얀,2020-11-01,0.102,0.0,7114,20976000,20976000,730,730,2020,,
2708,86,극한직업,2019-01-23,0.021,0.0,33505,3698000,139656000000,720,16266338,2020,코미디,15
2709,86,동성서취,1993-03-13,0.171,0.0,4196,6628500,6628500,720,720,2020,,
2710,86,드라큐라,1993-01-16,0.062,0.0,11204,5516000,5699000,704,764,2020,,
2711,86,미래의 미라이,2019-01-16,0.019,0.0,35408,4176800,868952557,703,107228,2020,애니메이션,전체
2712,86,파이트 클럽,1999-11-13,0.115,0.0,6050,4444000,130943200,696,16749,2020,,
2713,86,극장판 헬로카봇 : 달나라를 구해줘!,2019-09-04,0.026,0.0,26115,4901500,4584519650,693,591106,2020,애니메이션,전체
2714,86,불멸의 연인,1995-01-28,0.076,0.0,8961,5313000,9716000,687,2737,2020,,
2715,86,플라이,1988-08-13,0.101,0.0,6699,5325500,5325500,677,677,2020,,
2716,86,킹 오브 프리즘 (바이 프리티 리듬),2016-08-11,0.029,0.0,21848,4960500,1010031650,654,121707,2020,애니메이션,12
2717,86,파리 텍사스,1987-08-29,0.335,0.0,1946,4399000,4912000,652,736,2020,,
2718,86,아이다,2019-02-02,0.286,0.0,2272,10020000,82440000,651,3587,2020,공연,전체
2719,86,쥬라기 월드,2015-06-11,0.014,0.0,43026,3243000,47804159826,640,5547463,2020,액션,12
2720,86,잃어버린 세계를 찾아서,2019-10-09,0.025,0.0,24461,4677500,165948860,634,21886,2020,SF,전체
2721,86,잃어버린 세계를 찾아서,2019-10-09,0.025,0.0,24461,4677500,165948860,634,21886,2020,애니메이션,전체
2722,86,뮤지컬 홀리데이 인,2017-12-20,0.016,0.0,37110,11084000,18340900,619,1565,2020,,
2723,86,차타레부인의 사랑,1981-08-01,0.184,0.0,3229,1194000,7468000,597,3526,2020,,
2724,86,토이 스토리 4,2019-06-20,0.117,0.0,5013,4900500,28763352540,589,3400623,2020,애니메이션,전체
2725,86,레전더리 콘서트: 카를로스 클라이버,2020-12-02,0.084,0.0,6863,17130000,17130000,583,583,2020,,
2726,86,안나 카레니나,2018-06-29,0.047,0.0,11803,4806100,67997900,565,5136,2020,드라마,15
2727,86,마담 버터플라이,2020-05-05,0.084,0.0,6668,14304900,14304900,564,564,2020,,
2728,86,스포트라이트,2016-02-24,0.018,0.0,31070,2848520,2413757275,564,301722,2020,드라마,15
2729,86,착신아리,2004-07-09,0.033,0.0,16480,3886000,1468484500,560,235702,2020,,
2730,86,러브 라이브! 더 스쿨 아이돌 무비,2015-09-03,0.063,0.0,8777,5443580,1018766080,557,133919,2020,애니메이션,전체
2731,86,스크림,1999-01-16,0.069,0.0,8001,4352000,4352000,554,554,2020,,
2732,86,곤지암,2018-03-28,0.017,0.0,31267,2778000,21447014144,544,2676427,2020,공포(호러),15
2733,86,피가로의 결혼,2020-05-01,0.08,0.0,6592,13695500,13695500,530,530,2020,,
2734,86,더 포리너,2018-02-07,0.233,0.0,2224,1045000,331308800,520,41574,2020,액션,15
2735,86,왕과 나: 런던 팔라디움 극장 뮤지컬,2020-04-29,0.023,0.0,21253,8737000,8737000,510,510,2020,,
2736,86,라 트라비아타,2019-07-09,0.136,0.0,3678,10775500,66860150,503,2842,2020,공연,전체
2737,86,살로메,2020-09-20,0.092,0.0,5282,12223600,12223600,486,486,2020,,
2738,86,붉은 수수밭,1989-09-09,0.132,0.0,3650,2818000,8211000,482,2581,2020,,
2739,86,베를린 천사의 시,1993-05-15,0.186,0.0,2568,3279000,7976000,478,1239,2020,,
2740,86,피델리오,2020-05-31,0.078,0.0,6026,11464800,11464800,476,476,2020,,
2741,86,래드윔프스 안티 안티 제너레이션 2019,2020-11-05,0.014,0.0,33520,8549000,8549000,475,475,2020,,
2742,86,아나스타샤,1997-12-20,0.094,0.0,5004,951000,13888000,473,6446,2020,,
2743,86,세비야의 이발사,2020-03-03,0.074,0.0,6193,12211000,12211000,464,464,2020,,
2744,86,링,1999-12-11,0.026,0.0,17076,3219000,12517200,461,2206,2020,,
2745,86,미니언즈,2015-07-29,0.015,0.0,29059,2414500,19000798778,461,2626097,2020,애니메이션,전체
2746,86,지옥의 오르페,2020-10-25,0.098,0.0,4688,11479100,11479100,460,460,2020,,
2747,86,인생,1995-05-27,0.161,0.0,2789,2813000,2965000,451,501,2020,,
2748,86,철낭자,1971-04-30,0.103,0.0,4290,890000,2407000,445,1201,2020,,
2749,86,주온 : 끝의 시작,2014-07-16,0.028,0.0,15235,2966000,3074093231,431,411075,2020,공포(호러),15
2750,86,7번방의 선물,2013-01-23,0.021,0.0,19632,2556500,91437368170,430,12812144,2020,코미디,15
2751,86,러브라이브! 선샤인!! 더 스쿨 아이돌 무비 오버 더 레인보우,2019-02-14,0.054,0.0,7828,4203160,244929230,426,27357,2020,애니메이션,전체
2752,86,귀주 이야기,1994-10-08,0.14,0.0,2998,2570000,2747000,420,479,2020,,
2753,86,뱅드림! 필름 라이브,2019-09-26,0.046,0.0,8983,3781600,170245710,416,19680,2020,애니메이션,전체
2754,86,천녀유혼,1987-12-05,0.142,0.0,2875,2453500,16128200,409,2663,2020,SF,12
2755,86,엑시트,2019-07-31,0.377,0.0,1077,2910000,79234922162,407,9426418,2020,코미디,12
2756,86,국제시장,2014-12-17,0.269,0.0,1490,2156000,110945000000,402,14263980,2020,드라마,12
2757,86,홍등,1993-01-01,0.127,0.0,3130,2451000,3324000,398,686,2020,,
2758,86,조쉬 그로반: 브리지스 뉴욕 매디슨스퀘어가든 콘서트,2020-05-20,0.011,0.0,34855,6988500,6988500,395,395,2020,,
2759,86,백치들,2000-05-20,0.428,0.0,897,3992480,5062480,384,482,2020,,
2760,86,사랑에 관한 짧은 필름,1995-10-14,0.158,0.0,2339,2697000,4951000,370,656,2020,,
2761,86,토스카,2020-12-01,0.207,0.0,1732,12100200,12100200,359,359,2020,,
2762,86,부부교환 하던 날,2020-02-26,0.151,0.0,2342,1932000,1932000,355,355,2020,,
2763,86,낮손님,2020-04-15,0.042,0.0,8076,2404500,2404500,345,345,2020,,
2764,86,마술피리,2019-04-28,0.076,0.0,4485,7297500,49654500,345,2153,2020,,
2765,86,마농,2020-03-31,0.098,0.0,3404,7894300,7894300,336,336,2020,,
2766,86,카르멘,2019-09-14,0.079,0.0,4153,7101600,44386100,331,1905,2020,공연,15
2767,86,카르멘,2019-09-14,0.079,0.0,4153,7101600,44386100,331,1905,2020,드라마,12
2768,86,동주,2016-02-17,0.082,0.0,3963,3077000,8918745963,326,1176751,2020,드라마,12
2769,86,사탄의 인형,2019-06-20,0.039,0.0,8053,2239000,560999590,320,60660,2020,공포(호러),19
2770,86,사랑의 묘약,2020-06-02,0.062,0.0,5089,8740000,8740000,319,319,2020,,
2771,86,아토믹 블론드,2017-08-30,0.069,0.0,4568,1814000,1179539658,319,155687,2020,액션,19
2772,86,오페라의 유령,2004-12-08,0.157,0.0,2015,2741500,10098420100,317,1578678,2020,,
2773,86,팔리아치,2020-07-03,0.066,0.0,4763,8354650,8354650,316,316,2020,,
2774,86,라 보엠,2020-11-29,0.075,0.0,4041,7890500,7890500,307,307,2020,,
2775,86,래미와 친구들: 푸른푸른 초원의 위기,2020-07-30,0.033,0.0,9111,2252600,2252600,304,304,2020,,
2776,86,라보엠,2014-12-20,0.249,0.0,1200,4678000,69302000,299,4613,2020,,
2777,86,고령화 가족,2013-05-09,0.023,0.0,12520,1728500,8171220653,296,1141518,2020,드라마,15
2778,86,시호,2020-02-27,0.059,0.0,4965,2581000,2581000,295,295,2020,,
2779,86,알라딘,1993-07-03,0.084,0.0,3373,1973000,16514500,284,2142,2020,어드벤처,전체
2780,86,러브 앳,2019-11-27,0.101,0.0,2771,2222500,747348000,282,93367,2020,멜로/로맨스,12
2781,86,인플루언서,2020-11-25,0.039,0.0,6974,2649400,2649400,274,274,2020,,
2782,86,나는 네가 지난 여름에 한 일을 알고 있다,1998-06-06,0.072,0.0,3789,2127000,2127000,273,273,2020,,
2783,86,성월동화,1999-08-28,0.156,0.0,1748,1637000,27619800,273,3714,2020,,
2784,86,톡식 어벤져,2018-10-13,0.012,0.0,21077,4760000,8376500,270,617,2020,,
2785,86,젊은 모녀,2020-09-10,0.09,0.0,2966,1562000,1562000,269,269,2020,,
2786,86,종횡사해,1991-02-14,0.187,0.0,1428,1629000,6110500,268,872,2020,,
2787,86,미녀와 야수,1992-07-04,0.203,0.0,1297,1833500,1525094000,264,148966,2020,멜로/로맨스,전체
2788,86,미녀와 야수,1992-07-04,0.203,0.0,1297,1833500,1525094000,264,148966,2020,판타지,전체
2789,86,허슬러,2019-11-27,0.036,0.0,7136,1730000,358501960,262,44071,2020,범죄,19
2790,86,뮤지컬 버드나무에 부는 바람,2020-10-07,0.015,0.0,16647,4476500,4476500,254,254,2020,,
2791,86,박쥐,2009-04-30,0.187,0.0,1355,2281000,14859973000,254,2208419,2020,공포(호러),19
2792,86,참한 누나,2020-02-19,0.111,0.0,2257,1323000,1323000,252,252,2020,,
2793,86,과외 누나,2020-01-03,0.09,0.0,2698,1183000,1183000,244,244,2020,,
2794,86,누드모델의 목적,2020-04-03,0.094,0.0,2575,1183000,1183000,244,244,2020,,
2795,86,아스테릭스: 마법 물약의 비밀,2019-12-12,0.265,0.0,918,1244000,78814680,244,12714,2020,애니메이션,전체
2796,86,엄마와 딸,2020-01-30,0.094,0.0,2594,1183000,1183000,244,244,2020,,
2797,86,여동생의 사생활,2020-02-14,0.083,0.0,2936,1183000,1183000,244,244,2020,,
2798,86,환각섹스,2020-04-03,0.093,0.0,2618,1183000,1183000,244,244,2020,,
2799,86,블라인드 파트너,2020-03-19,0.09,0.0,2666,1181000,1181000,242,242,2020,,
2800,86,스폰서 X,2020-03-27,0.095,0.0,2531,1181000,1181000,242,242,2020,,
2801,86,여름이야기,1998-06-13,0.107,0.0,2254,1826000,10369000,242,1438,2020,,
2802,86,새엄마의 목적,2020-03-19,0.098,0.0,2456,1180000,1180000,241,241,2020,,
2803,86,크롤,2019-11-27,0.178,0.0,1348,1872000,1128159080,240,140576,2020,액션,15
2804,86,친절한 금자씨,2005-07-29,0.171,0.0,1355,2023400,20505804993,233,3122289,2020,,
2805,86,천년여우 구미호,2020-12-03,0.03,0.0,7526,957000,957000,231,231,2020,,
2806,86,극장판 쿠로코의 농구 라스트 게임,2017-04-27,0.042,0.0,5334,2276280,473282280,228,63539,2020,애니메이션,12
2807,86,마농 레스코,2020-08-03,0.052,0.0,4317,6274150,6274150,228,228,2020,,
2808,86,복수는 나의 것,2002-03-28,0.16,0.0,1421,2007000,22218500,228,2767,2020,,
2809,86,지옥화,1958-04-20,0.052,0.0,4344,452000,8168000,226,3780,2020,,
2810,86,뮤지컬 남극 탐험가는 나를 좋아해,2020-09-16,0.011,0.0,18296,3940000,3940000,219,219,2020,,
2811,86,오르페오와 에우리디체,2015-02-07,0.091,0.0,2336,3502500,23349000,214,1158,2020,,
2812,86,전쟁,2020-12-30,0.022,0.0,9517,1370000,1370000,212,212,2020,,
2813,86,유쾌한 과부,2020-10-02,0.053,0.0,3942,5513000,5513000,211,211,2020,,
2814,86,개 같은 것들,2020-12-17,0.122,0.0,1695,1797000,1797000,207,207,2020,,
2815,86,아파치요새,1971-05-01,0.068,0.0,2990,488000,12149000,205,5531,2020,,
2816,86,아틸라,2020-04-03,0.047,0.0,4294,5650000,5650000,204,204,2020,,
2817,86,왕의 남자,2005-12-29,0.049,0.0,4069,1759000,66019904400,201,10514177,2020,,
2818,86,배심원들,2019-05-15,0.833,0.0,240,1200000,2308006090,200,288779,2020,드라마,12
2819,86,금지된 사랑,1993-02-13,0.49,0.0,404,1403000,1979000,198,310,2020,,
2820,86,두 번째 엄마-불륜정사,2020-12-03,0.073,0.0,2591,912000,912000,191,191,2020,,
2821,86,살인에 관한 짧은 필름,1997-07-05,0.087,0.0,2120,1611000,3798000,185,461,2020,,
2822,86,생일,2019-04-03,0.015,0.0,11541,883960,9886031300,183,1197748,2020,드라마,전체
2823,86,엽문2,2010-06-16,0.074,0.0,2392,1063500,445260500,179,59107,2020,액션,15
2824,86,폴링 인 러브,1987-03-21,0.057,0.0,3090,366000,4186000,178,2021,2020,,
2825,86,철도원,2000-02-04,0.073,0.0,2385,1130000,9765000,176,1981,2020,,
2826,86,반고호,1992-10-03,0.137,0.0,1272,961000,5201000,175,902,2020,,
2827,86,기색충,2020-09-10,0.048,0.0,3619,940000,940000,174,174,2020,,
2828,86,섹스의 세계,2020-09-17,0.051,0.0,3399,940000,940000,174,174,2020,,
2829,86,무한정사,2020-01-02,0.059,0.0,2857,940000,940000,171,171,2020,,
2830,86,음란 과외 3,2020-11-26,0.069,0.0,2473,954000,954000,171,171,2020,,
2831,86,주말 오후6시의 연인,2020-01-16,0.057,0.0,2975,943000,943000,171,171,2020,,
2832,86,그녀의 모유는 백신,2020-08-21,0.062,0.0,2708,937000,937000,170,170,2020,,
2833,86,도도녀 길들이기,2020-01-10,0.058,0.0,2887,937000,988000,170,187,2020,,
2834,86,신데렐라,2018-12-01,0.139,0.0,1220,2424000,41170000,170,1924,2020,멜로/로맨스,전체
2835,86,주인집 딸,2020-05-07,0.058,0.0,2922,942000,942000,170,170,2020,,
2836,86,18 섹시퀸 유진의 섹스 스캔들,2020-11-13,0.067,0.0,2490,968000,968000,169,169,2020,,
2837,86,관전녀2,2020-11-06,0.066,0.0,2528,955000,955000,169,169,2020,,
2838,86,구멍동서,2020-07-20,0.071,0.0,2357,961000,961000,169,169,2020,,
2839,86,누나의 일기,2020-02-20,0.06,0.0,2798,938000,938000,169,169,2020,,
2840,86,대리 남편,2020-01-03,0.057,0.0,2930,933000,933000,169,169,2020,,
2841,86,딸의 일기,2020-02-13,0.061,0.0,2767,938000,938000,169,169,2020,,
2842,86,막내 처제 2,2020-03-12,0.059,0.0,2834,933000,933000,169,169,2020,,
2843,86,몽정 : 파는여자,2020-04-09,0.065,0.0,2585,936000,936000,169,169,2020,,
2844,86,불륜의 세계,2020-07-10,0.068,0.0,2475,965000,965000,169,169,2020,,
2845,86,아내와 내 친구들,2020-01-03,0.059,0.0,2834,934000,934000,169,169,2020,,
2846,86,애완남,2020-10-23,0.055,0.0,3030,935000,935000,169,169,2020,,
2847,86,어린 관리사,2020-01-10,0.06,0.0,2800,933000,933000,169,169,2020,,
2848,86,어린 그녀,2020-04-09,0.063,0.0,2679,943000,943000,169,169,2020,,
2849,86,어린 누나 4,2020-01-23,0.06,0.0,2794,933000,933000,169,169,2020,,
2850,86,어린 엄마4,2020-10-23,0.062,0.0,2691,935000,935000,169,169,2020,,
2851,86,어린 이모 3,2020-01-02,0.055,0.0,3071,933000,933000,169,169,2020,,
2852,86,어린 처제 4,2020-03-19,0.059,0.0,2848,931000,931000,169,169,2020,,
2853,86,어린 처형 3,2020-01-09,0.057,0.0,2928,934000,934000,169,169,2020,,
2854,86,엄마의 일기,2020-01-30,0.06,0.0,2798,933000,933000,169,169,2020,,
2855,86,여선생3,2020-03-20,0.059,0.0,2849,933000,933000,169,169,2020,,
2856,86,옆집소녀4,2020-07-03,0.058,0.0,2906,940000,940000,169,169,2020,,
2857,86,용주골 2,2020-11-12,0.068,0.0,2473,960000,960000,169,169,2020,,
2858,86,의붓 여동생,2020-02-07,0.06,0.0,2798,933000,933000,169,169,2020,,
2859,86,이모의유혹3,2020-05-29,0.06,0.0,2794,946000,946000,169,169,2020,,
2860,86,젊은엄마5,2020-04-08,0.063,0.0,2665,943000,943000,169,169,2020,,
2861,86,주부남편의 발기찬 바깥생활,2020-07-31,0.063,0.0,2679,935000,935000,169,169,2020,,
2862,86,처제가 왜 거기서 나와?,2020-12-23,0.062,0.0,2708,935000,935000,169,169,2020,,
2863,86,처제의 비밀,2020-01-29,0.06,0.0,2798,933000,933000,169,169,2020,,
2864,86,초대녀 3,2020-12-10,0.063,0.0,2642,940000,940000,169,169,2020,,
2865,86,형수 길들이기,2020-10-07,0.065,0.0,2581,935000,935000,169,169,2020,,
2866,86,딸의 친구 5,2020-04-23,0.065,0.0,2531,883000,883000,167,167,2020,,
2867,86,새아가,2020-04-23,0.063,0.0,2638,883000,883000,167,167,2020,,
2868,86,부메랑,1977-02-18,0.102,0.0,1612,377000,377000,166,166,2020,,
2869,86,사내정사: 은밀한 회의실,2020-04-24,0.063,0.0,2610,821000,821000,165,165,2020,,
2870,86,퍼니게임,1997-11-15,0.077,0.0,2078,825000,825000,162,162,2020,,
2871,86,자매들:감금의 추억,2020-01-17,0.061,0.0,2607,888000,888000,160,160,2020,,
2872,86,첫사랑,1998-02-21,0.157,0.0,1019,1459000,1459000,160,160,2020,,
2873,86,브레이킹 더 웨이브,1996-12-07,0.283,0.0,560,1395960,4517960,159,479,2020,,
2874,86,집으로 가는 길,2013-12-11,0.014,0.0,10598,919500,13049946245,158,1854869,2020,드라마,15
2875,86,청춘 돼지는 꿈꾸는 소녀의 꿈을 꾸지 않는다,2019-08-22,0.047,0.0,3297,1449240,97227620,155,11641,2020,애니메이션,12
2876,86,이 마스나디에리,2020-09-01,0.036,0.0,4216,3604050,3604050,153,153,2020,,
2877,86,피아골,1955-09-23,0.122,0.0,1248,306000,1774000,153,887,2020,,
2878,86,천녀유혼 2-인간도,1990-07-14,0.117,0.0,1261,888000,1139000,148,188,2020,,
2879,86,킹 오브 프리즘 –샤이니 세븐 스타즈- IV 루이x신x언노운,2019-05-30,0.172,0.0,860,761500,121986870,148,14650,2020,애니메이션,15
2880,86,나의 특별한 형제,2019-05-01,0.47,0.0,306,1008000,12082626074,144,1478300,2020,드라마,12
2881,86,별을 쫓는 아이,2011-08-25,0.392,0.0,364,857000,448558392,143,64157,2020,애니메이션,전체
2882,86,가자 장미여관으로 4,2020-05-28,0.05,0.0,2757,650000,650000,138,138,2020,,
2883,86,구멍 교환,2020-08-27,0.052,0.0,2643,650000,650000,138,138,2020,,
2884,86,김비서는 정말 왜 그럴까?,2020-09-03,0.052,0.0,2643,650000,650000,138,138,2020,,
2885,86,나는 야한 여자가 좋다 4,2020-07-30,0.052,0.0,2615,650000,650000,138,138,2020,,
2886,86,마누라 공유하기,2020-08-13,0.053,0.0,2599,650000,650000,138,138,2020,,
2887,86,배달노출2 : 초대남과 좋아죽는 와이프,2020-05-29,0.052,0.0,2646,653000,653000,138,138,2020,,
2888,86,어린 구멍,2020-08-13,0.052,0.0,2624,650000,650000,138,138,2020,,
2889,86,장모님들의 사랑,2020-05-13,0.052,0.0,2651,689000,689000,138,138,2020,,
2890,86,도둑까치,2020-11-03,0.041,0.0,3297,3725600,3725600,137,137,2020,,
2891,86,예스터데이,2019-09-18,0.103,0.0,1300,1081000,2581294100,135,306467,2020,드라마,12
2892,86,외출 3,2020-09-28,0.053,0.0,2493,672000,672000,134,134,2020,,
2893,86,화끈한 미용실,2020-09-09,0.05,0.0,2663,672000,672000,134,134,2020,,
2894,86,대결,1971-01-20,0.156,0.0,848,628000,3456000,133,606,2020,액션,15
2895,86,폼페이 최후의 날,1976-01-31,0.089,0.0,1484,266000,13155000,133,6532,2020,,
2896,86,자유부인,1956-06-09,0.047,0.0,2764,260000,5317000,130,2657,2020,,
2897,86,사막의 라이온,1981-12-17,0.044,0.0,2851,278000,1780000,127,878,2020,,
2898,86,프리즈너스,2013-10-02,0.093,0.0,1356,1000000,1381599280,127,189152,2020,범죄,19
2899,86,너는 내 운명,2005-09-23,0.458,0.0,268,1590500,17656835000,123,2701974,2020,,
2900,86,마리솔의 리틀 앤젤스,1971-07-24,0.047,0.0,2574,246000,246000,123,123,2020,,
2901,86,범죄와의 전쟁: 나쁜놈들 전성시대,2012-02-02,0.028,0.0,4224,650000,36540977500,122,4720172,2020,범죄,19
2902,86,지붕 위의 바이올린,1974-07-17,0.191,0.0,636,720000,4316000,122,1242,2020,,
2903,86,걸즈 앤 판처 극장판,2016-08-25,1.0,0.0,120,1320000,303454100,120,33468,2020,애니메이션,12
2904,86,싸이보그지만 괜찮아,2006-12-07,0.087,0.0,1355,1030000,3984818800,118,676656,2020,,
2905,86,삼일천하,1973-02-15,0.054,0.0,2050,224000,1576000,112,788,2020,,
2906,86,킹 오브 프리즘 -샤이니 세븐 스타즈- Ⅲ 레오×유우×알렉,2019-05-02,0.13,0.0,860,577500,92263230,112,11001,2020,애니메이션,12
2907,86,가슴 큰 연주,2020-06-16,0.039,0.0,2774,647000,647000,110,110,2020,,
2908,86,수상한동거,2020-01-09,0.037,0.0,2912,639000,639000,110,110,2020,,
2909,86,어린 여동생2,2020-04-03,0.037,0.0,2946,645000,645000,110,110,2020,,
2910,86,어린과부,2020-08-11,0.043,0.0,2546,637000,637000,110,110,2020,,
2911,86,예민한 모녀,2020-07-28,0.043,0.0,2517,633000,633000,110,110,2020,,
2912,86,친구누나들,2020-03-20,0.039,0.0,2820,639000,639000,110,110,2020,,
2913,86,행복을 찾아서,2007-02-28,0.597,0.0,184,550000,3699971000,110,599514,2020,,
2914,86,후배부부와교환섹스2,2020-02-07,0.039,0.0,2788,639000,639000,110,110,2020,,
2915,86,뺑반,2019-01-30,1.0,0.0,108,1188000,15225493848,108,1827020,2020,범죄,15
2916,86,카운트다운,2019-12-12,0.012,0.0,8849,512000,611133000,107,73412,2020,드라마,19
2917,86,카운트다운,2019-12-12,0.012,0.0,8849,512000,611133000,107,73412,2020,공포(호러),15
2918,86,머피와 샐리의 법칙,2020-05-20,0.53,0.0,200,212000,212000,106,106,2020,,
2919,86,증인,2019-02-13,0.077,0.0,1360,780000,20483569331,105,2534853,2020,드라마,12
2920,86,아르코라이브 의자 고치는 여인,2020-05-20,0.028,0.0,3578,1205500,1205500,102,102,2020,,
2921,86,나츠메 우인장: 세상과 연을 맺다,2018-10-31,0.03,0.0,3262,872860,388063060,101,47014,2020,애니메이션,전체
2922,86,보체크,2020-08-18,0.063,0.0,1576,2317900,2317900,100,100,2020,,
2923,86,아가씨,2016-06-01,0.186,0.0,535,500000,35221312991,100,4289008,2020,스릴러,19
