,순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,대표국적,국적,배급사,연도,상영횟수,개봉년도
1617,24,터미네이터: 다크 페이트,2019-10-30,20153895830,0.011,2409062.0,1315.0,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2019,"81,336",2019
1618,25,사바하,2019-02-20,20007508194,0.01,2398519.0,1174.0,한국,한국,(주)씨제이이엔엠,2019,"78,096",2019
1619,26,타짜: 원 아이드 잭,2019-09-11,19687029214,0.01,2229239.0,1429.0,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,2019,"66,479",2019
1620,27,신의 한 수: 귀수편,2019-11-07,18463776050,0.01,2157437.0,1246.0,한국,한국,(주)씨제이이엔엠,2019,"82,178",2019
1621,28,알리타: 배틀 엔젤,2019-02-05,18571455667,0.01,1952063.0,1043.0,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",2019,"52,666",2019
1622,29,내안의 그놈,2019-01-09,16302228567,0.009,1902828.0,1041.0,한국,한국,"(주)메리크리스마스,TCO(주)더콘텐츠온",2019,"61,683",2019
1623,30,뺑반,2019-01-30,15224305848,0.008,1826912.0,1285.0,한국,한국,(주)쇼박스,2019,"47,215",2019
1624,31,변신,2019-08-21,15417922925,0.008,1804112.0,975.0,한국,한국,(주)에이스메이커무비웍스,2019,"63,211",2019
1625,32,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,13877029723,0.007,1754375.0,1453.0,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2019,"56,412",2019
1626,33,걸캅스,2019-05-09,13812802134,0.007,1629528.0,973.0,한국,한국,(주)씨제이이엔엠,2019,"63,163",2019
1627,34,사자,2019-07-31,12931566145,0.007,1611163.0,1405.0,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,2019,"47,683",2019
1628,35,아쿠아맨,2018-12-19,13659344323,0.007,1546297.0,1158.0,미국,"미국,호주",워너브러더스 코리아(주),2019,"50,500",2018
1629,36,드래곤 길들이기 3,2019-01-30,12346432876,0.006,1507922.0,971.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2019,"42,407",2019
1630,37,나의 특별한 형제,2019-05-01,12081618074,0.006,1478156.0,936.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2019,"49,927",2019
1631,38,어스,2019-03-27,12586771104,0.007,1475087.0,1132.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2019,"58,522",2019
1632,39,말레피센트 2,2019-10-17,12191395690,0.006,1444952.0,1108.0,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2019,"63,768",2019
1633,40,유열의 음악앨범,2019-08-28,10233455040,0.005,1245532.0,1078.0,한국,한국,CGV아트하우스,2019,"59,626",2019
1634,41,퍼펙트맨,2019-10-02,10311352770,0.005,1240022.0,894.0,한국,한국,(주)쇼박스,2019,"50,055",2019
1635,42,포드 V 페라리,2019-12-04,10612013680,0.006,1208407.0,986.0,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2019,"40,175",2019
1636,43,생일,2019-04-03,9885147340,0.005,1197565.0,878.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2019,"71,797",2019
1637,44,"힘을 내요, 미스터 리",2019-09-11,9930518906,0.005,1181960.0,990.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2019,"41,831",2019
1638,45,항거:유관순 이야기,2019-02-27,9291455101,0.005,1157949.0,1094.0,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,2019,"46,159",2019
1639,46,장사리 : 잊혀진 영웅들,2019-09-25,8997921050,0.005,1140876.0,1090.0,한국,한국,워너브러더스 코리아(주),2019,"47,821",2019
1640,47,마이펫의 이중생활 2,2019-07-31,8512902825,0.004,1114949.0,933.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2019,"30,858",2019
1641,48,롱 리브 더 킹: 목포 영웅,2019-06-19,9228798910,0.005,1094404.0,965.0,한국,한국,"메가박스중앙(주)플러스엠,(주)콘텐츠 난다긴다",2019,"38,839",2019
1642,49,쥬만지: 넥스트 레벨,2019-12-11,8774663410,0.005,1054963.0,1195.0,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019,"42,083",2019
1643,50,존 윅 3: 파라벨룸,2019-06-26,8205015858,0.004,1004365.0,849.0,미국,미국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2019,"29,819",2019
1644,51,천문: 하늘에 묻는다,2019-12-26,7808242950,0.004,965624.0,1198.0,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,2019,"25,734",2019
1645,52,나랏말싸미,2019-07-24,7871240823,0.004,958775.0,1211.0,한국,한국,메가박스중앙(주)플러스엠,2019,"39,206",2019
1646,53,엑스맨: 다크 피닉스,2019-06-05,7649216640,0.004,862744.0,991.0,미국,미국,이십세기폭스코리아(주),2019,"29,386",2019
1647,54,맨 인 블랙: 인터내셔널,2019-06-12,7464209570,0.004,851917.0,1151.0,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트,2019,"40,520",2019
1648,55,레드슈즈,2019-07-25,6103833190,0.003,817729.0,717.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2019,"20,376",2019
1649,56,뽀로로 극장판 보물섬 대모험,2019-04-25,5886383900,0.003,766843.0,797.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2019,"20,075",2019
1650,57,캣츠,2019-12-24,6093167690,0.003,728328.0,1143.0,미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유),2019,"22,732",2019
1651,58,보헤미안 랩소디,2018-10-31,6270535440,0.003,723804.0,732.0,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",2019,"27,689",2018
1652,59,명탐정 피카츄,2019-05-09,5730788546,0.003,686809.0,817.0,미국,미국,워너브러더스 코리아(주),2019,"25,776",2019
1653,60,신비아파트 극장판 하늘도깨비 대 요르문간드,2019-12-19,5299942440,0.003,672122.0,841.0,한국,한국,(주)씨제이이엔엠,2019,"13,762",2019
1654,61,나이브스 아웃,2019-12-04,5648860210,0.003,667411.0,686.0,미국,미국,(주)올스타엔터테인먼트,2019,"24,205",2019
1655,62,샤잠!,2019-04-03,5743398797,0.003,657294.0,1148.0,미국,미국,워너브러더스 코리아(주),2019,"45,003",2019
1656,63,날씨의 아이,2019-10-30,5413288410,0.003,655876.0,716.0,일본,일본,"메가박스중앙(주)플러스엠,(주)미디어캐슬,워터홀컴퍼니(주)",2019,"28,802",2019
1657,64,나를 찾아줘,2019-11-27,5117014620,0.003,645082.0,875.0,한국,한국,워너브러더스 코리아(주),2019,"29,475",2019
1658,65,광대들: 풍문조작단,2019-08-21,5228976088,0.003,637461.0,806.0,한국,한국,워너브러더스 코리아(주),2019,"29,048",2019
1659,66,그것: 두 번째 이야기,2019-09-04,5112010367,0.003,591346.0,999.0,미국,미국,워너브러더스 코리아(주),2019,"25,622",2019
1660,67,극장판 헬로카봇 : 달나라를 구해줘!,2019-09-04,4579618150,0.002,590413.0,889.0,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,2019,"20,852",2019
1661,68,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,4485953140,0.002,575362.0,752.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2019,"15,827",2019
1662,69,이스케이프 룸,2019-03-14,5007420664,0.003,563114.0,850.0,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019,"29,219",2019
1663,70,양자물리학,2019-09-25,4536436380,0.002,554939.0,799.0,한국,한국,(주)메리크리스마스,2019,"25,296",2019
1664,71,애드 아스트라,2019-09-19,4518393460,0.002,513375.0,853.0,미국,미국,이십세기폭스코리아(주),2019,"27,816",2019
1665,72,47미터 2,2019-08-28,3846315153,0.002,501934.0,649.0,미국,미국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2019,"24,027",2019
1666,73,PMC: 더 벙커,2018-12-26,4320591057,0.002,492517.0,893.0,한국,한국,(주)씨제이이엔엠,2019,"23,116",2018
1667,74,애나벨 집으로,2019-06-26,3993147140,0.002,481766.0,653.0,미국,미국,워너브러더스 코리아(주),2019,"16,619",2019
1668,75,감쪽같은 그녀,2019-12-04,3594862790,0.002,469296.0,761.0,한국,한국,메가박스중앙(주)플러스엠,2019,"24,843",2019
1669,76,글래스,2019-01-17,4277452982,0.002,466475.0,837.0,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2019,"24,194",2019
1670,77,그린 북,2019-01-09,3631254060,0.002,434899.0,398.0,미국,미국,CGV아트하우스,2019,"18,244",2019
1671,78,장난스런 키스,2019-03-27,3501463050,0.002,428009.0,532.0,대만,대만,"오드,(주)홈초이스",2019,"20,458",2019
1672,79,해피 데스데이 2 유,2019-02-14,3437809200,0.002,412850.0,657.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2019,"18,254",2019
1673,80,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,3140220420,0.002,410132.0,763.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2019,"15,121",2019
1674,81,범블비,2018-12-25,3334865955,0.002,394493.0,766.0,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트,2019,"18,199",2018
1675,82,제미니 맨,2019-10-09,3295969230,0.002,387342.0,845.0,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트,2019,"26,044",2019
1676,83,고질라: 킹 오브 몬스터,2019-05-29,3085036318,0.002,359041.0,923.0,미국,미국,워너브러더스 코리아(주),2019,"15,867",2019
1677,84,덤보,2019-03-27,2775096512,0.001,345521.0,797.0,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2019,"17,627",2019
1678,85,러브 유어셀프 인 서울,2019-01-26,3209682900,0.002,342366.0,224.0,한국,한국,씨제이 씨지브이(CJ CGV)(주),2019,"4,535",2019
1679,86,브링 더 소울 : 더 무비,2019-08-07,2902500310,0.002,336074.0,569.0,한국,한국,"CGV ICECON,월트디즈니컴퍼니코리아 유한책임회사",2019,"10,199",2019
1680,87,아담스 패밀리,2019-11-07,2636891140,0.001,329955.0,802.0,미국,"미국,영국,캐나다",유니버설픽쳐스인터내셔널 코리아(유),2019,"11,242",2019
1681,88,헬보이,2019-04-10,2777106321,0.001,323198.0,726.0,미국,미국,메가박스중앙(주)플러스엠,2019,"26,507",2019
1682,89,예스터데이,2019-09-18,2580213100,0.001,306332.0,816.0,미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유),2019,"23,340",2019
1683,90,천로역정: 천국을 찾아서,2019-06-13,2202838010,0.001,296588.0,381.0,미국,미국,"(재)CBS,주식회사 마운틴픽쳐스",2019,"8,329",2019
1684,91,미성년,2019-04-11,2494615950,0.001,293352.0,673.0,한국,한국,(주)쇼박스,2019,"27,314",2019
1685,92,배심원들,2019-05-15,2306806090,0.001,288579.0,784.0,한국,한국,CGV아트하우스,2019,"20,271",2019
1686,93,기방도령,2019-07-10,2330230190,0.001,287053.0,625.0,한국,한국,판씨네마(주),2019,"16,652",2019
1687,94,신데렐라:마법 반지의 비밀,2019-02-20,2114475240,0.001,284922.0,575.0,미국,미국,예지림엔터테인먼트,2019,"9,977",2019
1688,95,원스 어폰 어 타임... 인 할리우드,2019-09-25,2269807670,0.001,277319.0,678.0,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019,"15,147",2019
1689,96,기묘한 가족,2019-02-13,2121514275,0.001,263598.0,625.0,한국,한국,메가박스중앙(주)플러스엠,2019,"15,314",2019
1690,97,악질경찰,2019-03-20,2256615278,0.001,262233.0,833.0,한국,한국,워너브러더스 코리아(주),2019,"22,785",2019
1691,98,라스트 크리스마스,2019-12-05,2058391130,0.001,249323.0,623.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2019,"14,580",2019
1692,99,메리 포핀스 리턴즈,2019-02-14,1816281960,0.001,224160.0,573.0,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2019,"11,128",2019
1693,100,명탐정 코난: 감청의 권,2019-07-24,1740310530,0.001,219078.0,602.0,일본,일본,(주)씨제이이엔엠,2019,"8,790",2019
1694,101,스윙키즈,2018-12-19,1786104690,0.001,214314.0,587.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2019,"10,010",2018
1695,102,커런트 워,2019-08-22,1817540600,0.001,210945.0,276.0,미국,미국,(주)이수C&E,2019,"10,983",2019
1696,103,어린 의뢰인,2019-05-22,1686149600,0.001,204259.0,671.0,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,2019,"17,416",2019
1697,104,"안녕, 티라노: 영원히, 함께",2019-08-14,1591019230,0.001,203667.0,512.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2019,"7,421",2019
1698,105,비스트,2019-06-26,1606470590,0.001,203042.0,737.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2019,"12,404",2019
1699,106,요로나의 저주,2019-04-17,1784935221,0.001,202756.0,620.0,미국,미국,워너브러더스 코리아(주),2019,"18,561",2019
1700,107,언니,2019-01-01,1746373250,0.001,197134.0,530.0,한국,한국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2019,"11,315",2019
1701,108,언더독,2019-01-16,1494957830,0.001,195183.0,612.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2019,"10,774",2019
1702,109,롱 샷,2019-07-24,1677753797,0.001,191122.0,454.0,미국,미국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2019,"8,318",2019
1703,110,앵그리 버드 2: 독수리 왕국의 침공,2019-08-07,1437751073,0.001,188987.0,512.0,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019,"7,252",2019
1704,111,우상,2019-03-20,1581839728,0.001,183784.0,900.0,한국,한국,CGV아트하우스,2019,"18,545",2019
1705,112,엔젤 해즈 폴른,2019-11-13,1479789022,0.001,181400.0,601.0,미국,미국,메가박스중앙(주)플러스엠,2019,"14,367",2019
1706,113,두번할까요,2019-10-17,1457656120,0.001,176020.0,658.0,한국,한국,(주)리틀빅픽쳐스,2019,"16,246",2019
1707,114,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,1352205400,0.001,174833.0,581.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2019,"6,089",2018
1708,115,자전차왕 엄복동,2019-02-27,1304861670,0.001,172212.0,624.0,한국,한국,(주)셀트리온엔터테인먼트,2019,"11,245",2019
1709,116,진범,2019-07-10,1430365000,0.001,168119.0,224.0,한국,한국,(주)리틀빅픽쳐스,2019,"8,819",2019
1710,117,더 페이버릿: 여왕의 여자,2019-02-21,1380191276,0.001,164372.0,128.0,미국,미국,이십세기폭스코리아(주),2019,"5,748",2019
1711,118,이웃집 토토로,2001-07-28,1336253176,0.001,162737.0,435.0,일본,일본,"(주)스마일이엔티,(주)키다리이엔티",2019,"6,833",2001
1712,119,가버나움,2019-01-24,1196849219,0.001,145017.0,111.0,기타,기타,"그린나래미디어(주),플레이리스트(주)",2019,"5,360",2019
1713,120,벌새,2019-08-29,1172373574,0.001,144255.0,145.0,한국,한국,"(주)엣나인필름,(주)콘텐츠판다",2019,"7,457",2019
1714,121,눈의 여왕4,2019-12-24,1044574960,0.001,143853.0,541.0,러시아,러시아,(주)넥스트엔터테인먼트월드(NEW),2019,"4,093",2019
1715,122,크롤,2019-11-27,1126287080,0.001,140336.0,612.0,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트,2019,"10,514",2019
1716,123,극장판 엉덩이 탐정: 화려한 사건 수첩,2019-07-11,1094031140,0.001,138118.0,561.0,일본,일본,(주)넥스트엔터테인먼트월드(NEW),2019,"5,320",2019
1717,124,해리포터와 비밀의 방,2002-12-13,1198151000,0.001,137788.0,33.0,미국,미국,워너브러더스 코리아(주),2019,"2,816",2002
1718,125,0.0MHz,2019-05-29,1088258860,0.001,137294.0,446.0,한국,한국,(주)스마일이엔티,2019,"5,998",2019
1719,126,좀비랜드: 더블 탭,2019-11-13,1176173880,0.001,136869.0,585.0,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019,"13,536",2019
1720,127,바이스,2019-04-11,1158371984,0.001,136483.0,241.0,미국,미국,(주)콘텐츠판다,2019,"9,835",2019
1721,128,미드웨이,2019-12-31,1085659520,0.001,133373.0,777.0,미국,미국,(주)누리픽쳐스,2019,"2,592",2019
1722,129,프린스 코기,2019-12-24,1028933300,0.001,132958.0,455.0,벨기에,벨기에,(주)이수C&E,2019,"3,987",2019
1723,132,안나,2019-08-28,958388240,0.001,116029.0,431.0,프랑스,프랑스,판씨네마(주),2019,"7,492",2019
1724,1,남산의 부장들,2020-01-22,41225216650,0.081,4750345.0,1659.0,한국,한국,(주)쇼박스,2020,"140,051",2020
1725,2,다만 악에서 구하소서,2020-08-05,38602260990,0.076,4357803.0,1998.0,한국,한국,(주)씨제이이엔엠,2020,"193,842",2020
1726,3,반도,2020-07-15,33072531280,0.065,3812250.0,2575.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2020,"199,048",2020
1727,4,히트맨,2020-01-22,20614278000,0.04,2406232.0,1122.0,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,2020,"87,782",2020
1728,5,테넷,2020-08-26,18396929850,0.036,1992214.0,2228.0,미국,미국,워너브러더스 코리아(주),2020,"164,758",2020
1729,6,백두산,2019-12-19,16921016530,0.033,1962407.0,1241.0,한국,한국,"(주)씨제이이엔엠,(주)덱스터스튜디오",2020,"74,413",2019
1730,7,#살아있다,2020-06-24,15968219900,0.031,1903992.0,1882.0,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,2020,"137,073",2020
1731,8,강철비2: 정상회담,2020-07-29,14661646110,0.029,1791533.0,2137.0,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,2020,"106,658",2020
1732,9,담보,2020-09-29,14748867550,0.029,1719521.0,1342.0,한국,한국,(주)씨제이이엔엠,2020,"110,260",2020
1733,10,닥터 두리틀,2020-01-08,13449206760,0.026,1607082.0,1290.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2020,"68,634",2020
1734,11,삼진그룹 영어토익반,2020-10-21,13981414470,0.027,1571286.0,1615.0,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,2020,"139,275",2020
1735,12,정직한 후보,2020-02-12,12854297030,0.025,1538038.0,1187.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2020,"89,425",2020
1736,13,도굴,2020-11-04,13764680410,0.027,1523514.0,1635.0,한국,한국,(주)씨제이이엔엠,2020,"133,284",2020
1737,14,클로젯,2020-02-05,10971962280,0.021,1270835.0,1197.0,한국,한국,(주)씨제이이엔엠,2020,"71,453",2020
1738,15,오케이 마담,2020-08-12,10981600110,0.022,1228968.0,1288.0,한국,한국,메가박스중앙(주)플러스엠,2020,"82,969",2020
1739,16,해치지않아,2020-01-15,10154099090,0.02,1209689.0,1216.0,한국,한국,(주)에이스메이커무비웍스,2020,"53,441",2020
1740,17,천문: 하늘에 묻는다,2019-12-26,8695248070,0.017,1035024.0,929.0,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,2020,"43,246",2019
1741,18,결백,2020-06-10,7859629340,0.015,894025.0,1112.0,한국,한국,"소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,(주)키다리이엔티",2020,"74,532",2020
1742,19,1917,2020-02-19,7924722960,0.016,877017.0,932.0,미국,미국,(주)스마일이엔티,2020,"91,511",2020
1743,20,작은 아씨들,2020-02-12,7283877330,0.014,864782.0,1105.0,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2020,"59,781",2020
1744,21,미드웨이,2019-12-31,7143163010,0.014,824836.0,842.0,미국,미국,(주)누리픽쳐스,2020,"32,902",2019
1745,22,시동,2019-12-18,6876716560,0.013,792493.0,825.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2020,"34,835",2019
1746,23,지푸라기라도 잡고 싶은 짐승들,2020-02-19,5457014750,0.011,628977.0,996.0,한국,한국,메가박스중앙(주)플러스엠,2020,"65,645",2020
1747,24,미스터 주: 사라진 VIP,2020-01-22,5071671660,0.01,603203.0,692.0,한국,한국,"메가박스중앙(주)플러스엠,(주)리틀빅픽쳐스",2020,"28,187",2020
1748,25,인비저블맨,2020-02-26,5015895060,0.01,575043.0,776.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2020,"63,076",2020
1749,26,나쁜 녀석들: 포에버,2020-01-15,4880576760,0.01,547775.0,896.0,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2020,"29,888",2020
1750,27,국제수사,2020-09-29,4496603760,0.009,537470.0,1074.0,한국,한국,(주)쇼박스,2020,"41,108",2020
1751,28,침입자,2020-06-04,4810611000,0.009,532045.0,1365.0,한국,한국,(주)에이스메이커무비웍스,2020,"53,636",2020
1752,29,스타워즈: 라이즈 오브 스카이워커,2020-01-08,4704790210,0.009,507265.0,957.0,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2020,"28,695",2020
1753,30,스파이 지니어스,2020-01-22,3699691180,0.007,450932.0,712.0,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2020,"22,244",2020
1754,31,이웃사촌,2020-11-25,3647897960,0.007,424764.0,1363.0,한국,한국,"(주)리틀빅픽쳐스,(주)트리니티픽쳐스",2020,"65,450",2020
1755,32,온워드: 단 하루의 기적,2020-06-17,3590809620,0.007,418084.0,1138.0,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2020,"45,697",2020
1756,33,소리도 없이,2020-10-15,3558905900,0.007,403424.0,1084.0,한국,한국,(주)에이스메이커무비웍스,2020,"41,127",2020
1757,34,버즈 오브 프레이(할리 퀸의 황홀한 해방),2020-02-05,3558359190,0.007,402035.0,963.0,미국,미국,워너브러더스 코리아(주),2020,"38,319",2020
1758,35,원더 우먼 1984,2020-12-23,3490431460,0.007,390986.0,2260.0,미국,미국,워너브러더스 코리아(주),2020,"45,347",2020
1759,36,겨울왕국 2,2019-11-21,3214172730,0.006,378728.0,665.0,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2020,"16,777",2019
1760,37,오! 문희,2020-09-02,2802734600,0.005,351730.0,1110.0,한국,한국,CGV아트하우스,2020,"52,239",2020
1761,38,그린랜드,2020-09-29,2777724520,0.005,325869.0,779.0,미국,미국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2020,"26,421",2020
1762,39,위대한 쇼맨,2017-12-20,1897251570,0.004,306419.0,598.0,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",2020,"31,915",2017
1763,40,런,2020-11-20,2560441600,0.005,278819.0,799.0,미국,미국,(주)올스타엔터테인먼트,2020,"38,957",2020
1764,41,뮬란,2020-09-17,2079737620,0.004,236247.0,1420.0,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2020,"38,703",2020
1765,42,내가 죽던 날,2020-11-12,2135396020,0.004,233112.0,909.0,한국,한국,워너브러더스 코리아(주),2020,"29,390",2020
1766,43,기생충,2019-05-30,1576539450,0.003,227870.0,456.0,한국,한국,(주)씨제이이엔엠,2020,"13,536",2019
1767,44,신비아파트 극장판 하늘도깨비 대 요르문간드,2019-12-19,1757416340,0.003,222234.0,539.0,한국,한국,(주)씨제이이엔엠,2020,"8,629",2019
1768,45,프리즌 이스케이프,2020-05-06,1848297600,0.004,217056.0,547.0,영국,"영국,호주",(주)이놀미디어,2020,"29,305",2020
1769,46,검객,2020-09-23,1619781870,0.003,190237.0,832.0,한국,한국,"(주)키위미디어그룹,오퍼스픽쳐스(유),(주)씨네필운",2020,"21,595",2020
1770,47,조제,2020-12-10,1673427570,0.003,186647.0,1179.0,한국,한국,워너브러더스 코리아(주),2020,"38,291",2020
1771,48,사라진 시간,2020-06-18,1652522580,0.003,185802.0,874.0,한국,한국,(주)에이스메이커무비웍스,2020,"20,790",2020
1772,49,밤쉘: 세상을 바꾼 폭탄선언,2020-07-08,1544025340,0.003,182026.0,882.0,미국,"미국,캐나다",(주)홈초이스,2020,"27,363",2020
1773,50,알라딘,2019-05-23,1205410680,0.002,171494.0,549.0,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2020,"15,752",2019
1774,51,인셉션,2010-07-21,1380782440,0.003,163630.0,241.0,미국,미국,"(주)디스테이션,워너브러더스 코리아(주)",2020,"11,000",2010
1775,52,포드 V 페라리,2019-12-04,1474949540,0.003,162730.0,204.0,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2020,"6,867",2019
1776,53,트롤: 월드 투어,2020-04-29,1170580320,0.002,152589.0,344.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2020,"15,459",2020
1777,54,미스터트롯: 더 무비,2020-10-22,1288696100,0.003,150090.0,449.0,한국,한국,(주)영화사 그램,2020,"15,980",2020
1778,55,타오르는 여인의 초상,2020-01-16,1251474838,0.002,148644.0,156.0,프랑스,프랑스,"그린나래미디어(주),(주)홈초이스",2020,"7,626",2020
1779,56,나이브스 아웃,2019-12-04,1225050880,0.002,147395.0,163.0,미국,미국,(주)올스타엔터테인먼트,2020,"6,812",2019
1780,57,라라랜드,2016-12-07,828981420,0.002,140437.0,387.0,미국,미국,판씨네마(주),2020,"17,953",2016
1781,58,브레이크 더 사일런스: 더 무비,2020-09-24,1160249000,0.002,131693.0,205.0,한국,한국,CGV ICECON,2020,"10,604",2020
1782,59,애니멀 크래커,2020-08-05,1028859740,0.002,129688.0,473.0,미국,미국,(주)이수C&E,2020,"7,473",2020
1783,60,다크 워터스,2020-03-11,1101919740,0.002,127902.0,575.0,미국,미국,(주)이수C&E,2020,"21,739",2020
1784,61,21 브릿지: 테러 셧다운,2020-01-01,978201230,0.002,127616.0,228.0,미국,미국,"(주)드림팩트엔터테인먼트,(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2020,"7,686",2020
1785,62,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,2020-08-20,1004751550,0.002,123329.0,661.0,일본,일본,(주)씨제이이엔엠,2020,"13,299",2020
1786,63,수퍼 소닉,2020-02-12,932457150,0.002,118725.0,609.0,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트,2020,"11,143",2020
1787,64,언힌지드,2020-10-07,1018720190,0.002,118570.0,676.0,미국,미국,"(주)누리픽쳐스,(주)영화특별시에스엠씨",2020,"19,770",2020
1788,65,조조 래빗,2020-02-05,965388200,0.002,112136.0,277.0,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2020,"9,147",2020
1789,66,언더워터,2020-05-27,937112800,0.002,109207.0,594.0,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2020,"18,257",2020
1790,67,디바,2020-09-23,901717350,0.002,108122.0,831.0,한국,한국,메가박스중앙(주)플러스엠,2020,"18,923",2020
1791,68,죽지않는 인간들의 밤,2020-09-29,852639440,0.002,104034.0,570.0,한국,한국,TCO(주)더콘텐츠온,2020,"12,667",2020
1792,69,저 산 너머,2020-04-30,772685300,0.002,103534.0,468.0,한국,한국,(주)리틀빅픽쳐스,2020,"13,037",2020
1793,70,기기괴괴 성형수,2020-09-09,873144560,0.002,103411.0,276.0,한국,한국,(주)트리플픽쳐스,2020,"13,512",2020
1794,71,패왕별희 디 오리지널,2017-03-30,926248060,0.002,102205.0,409.0,중국,중국,"(주)제이앤씨미디어그룹,(주)드림팩트엔터테인먼트",2020,"11,661",2017
1795,72,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",2020-09-29,3129974000,0.006,102008.0,106.0,한국,한국,씨제이포디플렉스 주식회사,2020,"4,771",2020
1796,73,극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,2020-09-30,780549310,0.002,97392.0,591.0,일본,일본,(주)이수C&E,2020,"7,752",2020
